review_text,preprocessed_review_text,review_rating,review_year,branch
"I am not satisfied with the shoes, the gears are old and it still smells.",i be not satisfy with the shoe gear be old and it still smell,1 star,2023,megamall
Super enjoy! There were quite a few people when we went.,super enjoy . there be quite a few people when we go,5 stars,2023,megamall
I am happy and full of joy. I'm still happy,i be happy and full of joy . still,5 stars,2023,megamall
"Tip, eat breakfast so that you are the first and there are only a few people.",tip eat breakfast so that you be the first and there only a few people,5 stars,2023,megamall
The skates just stink. Haha. Better bring your own skates,the skate just stink haha well bring your own,5 stars,2023,megamall
🔥💯​​​​​​​​​​​​​​💓 Soli deo gloria. Dinner muna …,soli deo gloria dinner first,5 stars,2023,megamall
you can hang out while watching those playing on the ice,you can hang out while watch those play on the ice,5 stars,2023,megamall
it's cold because there's ice haha ​​and the shoes hurt my feet,its cold because there ice haha ​​and the shoe hurt my foot,3 stars,2020,megamall
My brother!,my brother,5 stars,2023,megamall
"people crowded, too much traffic entering the Mega Mall",people crowd too much traffic enter the mega mall,5 stars,2023,megamall
,,5 stars,2023,megamall
Great place for skating in the city,great place for skate in the city,4 stars,2019,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
Lots of people but enjoy it.,lot of people but enjoy it,4 stars,2023,megamall
"It is very crowded, you have to come early","it be very crowded , you have to come early",5 stars,2023,megamall
,,5 stars,2023,megamall
because it's beautiful,because its beautiful,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
God's,god,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2019,megamall
Gavsh,gavsh,5 stars,2022,megamall
Naol is skating,naol be skate,1 star,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2019,megamall
,,4 stars,2019,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2024,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,3 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,2 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2021,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2021,megamall
,,3 stars,2023,megamall
,,4 stars,2019,megamall
,,5 stars,2023,megamall
,,4 stars,2019,megamall
,,1 star,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,4 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2019,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,3 stars,2019,megamall
,,5 stars,2023,megamall
,,1 star,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2022,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2024,megamall
,,1 star,2024,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2019,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,1 star,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,1 star,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,2 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2020,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,4 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2019,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,4 stars,2024,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,1 star,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2019,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2019,megamall
,,1 star,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,1 star,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,3 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2020,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,3 stars,2023,megamall
,,4 stars,2018,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2019,megamall
,,3 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,1 star,2024,megamall
,,3 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2019,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,1 star,2024,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,1 star,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2019,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2019,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2020,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2019,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2024,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2020,megamall
,,1 star,2020,megamall
,,4 stars,2019,megamall
,,2 stars,2019,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2016,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,2 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,4 stars,2023,megamall
,,3 stars,2020,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,1 star,2023,megamall
,,4 stars,2020,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,4 stars,2023,megamall
,,1 star,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,2 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2019,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2020,megamall
,,4 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,4 stars,2019,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2019,megamall
,,5 stars,2020,megamall
,,1 star,2023,megamall
,,4 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2019,megamall
,,4 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2020,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,3 stars,2023,megamall
,,5 stars,2023,megamall
,,4 stars,2023,megamall
,,5 stars,2023,megamall
"It's a fun experience!
If your planning to go, just a heads up, register and secure your slot first early so that you'll have your slot. The activity is every two hours. Make sure to bring  a jacket, and don't use shorts if your a newbie. It's normal to fall but don't worry it doesn't hurt much. Just enjoy the 2 hours I guarantee that it's worth it.",its a fun experience if your planning to go just head up register and secure slot first early so that youll have the activity be every two hour make sure bring jacket dont use short newbie normal fall but do n't worry it do hurt much enjoy 2 i guarantee worth,5 stars,2024,moa
"If you go there, bring your own skates. They have skates there aswell but many of those are not in good condition which makes it very hard to skate with them.
But i liked that they have step by step signs which help you to orientate where to go first (paying) and what the following steps (shoes, icebears, entry,etc.) are.",if you go there bring your own skate they have aswell but many of those be not in good condition which make it very hard to skate with them i like that step by sign help orientate where first pay and what the following step shoe icebears entry etc,2 stars,2024,moa
"Nice this is price
2 hours 350
Bear 125
Locker 50
Companion watcher 100",nice this be price 2 hour 350 bear 125 locker 50 companion watcher 100,5 stars,2024,moa
"Ambience: the place is festive and properly lit. We went in as part of the first batch of the 2 hour pass, so the rink is not crowded. There are several skaters who i think are pros that are practicing around, some are ice skating students and most people are like us, just casual skaters. 😊 Be sure to bring socks for hygiene reasons. They have lockers for rent, so one can secure their belongings.

Staff and service: we are satisfied with all those encounters we had with their staff. From the ticket buying, to the guard at the entrance, ice skates keeper and locker custodian.

Please be aware that their operating time is different with mall hours and the 2 hour pass starts at 11:15 am and cut-off at 6:30pm during weekend. Different schedule for weekdays. See the photo i attached with this review for the price and schedule.

Parking: it is located inside MOA, parking is available all around the mall.",ambience the place be festive and properly lit we go in as part of first batch 2 hour pas so rink not crowd there be several skater who i think pro that practice around some ice skate student most people like us just casual be sure to bring sock for hygiene reason they have locker rent one can secure their belonging staff service satisfy with all those encounter have from ticket buying guard at entrance skate keeper locker custodian please aware operating time different mall hour start 15 be cutoff 630 pm during weekend schedule weekday see photo attach this review price parking it locate inside moa available,4 stars,2023,moa
"It was my first time to do ice skating. It was easy to balance because I've roller skated before, I just had to get used to the slippery ice. We booked a time slot from 10am-12nn, and it wasn't busy, so I could skate without any worries bumping other people. Overall, it was a great and enjoyable experience.",it be my first time to do ice skate easy balance because ive roller skate before i just have get use the slippery we book a slot from 10am12nn and wasnt busy so could skate without any worry bump other people overall great enjoyable experience,4 stars,2023,moa
"Sm Skating offers a thrilling experience for skating enthusiasts. The smooth and well-maintained surfaces provide an ideal environment for both beginners and experienced skaters. Whether you're honing your skills or just enjoying a leisurely skate, Sm Skating provides a fun and welcoming atmosphere for all.

Downside: Skate shoes smell bad seems like it's not well maintained 😔",sm skate offer a thrilling experience for enthusiast the smooth and wellmaintained surface provide an ideal environment both beginner experienced skater whether youre hone your skill or just enjoy leisurely skate provide fun welcoming atmosphere all downside shoe smell bad seem like its not well maintain,5 stars,2024,moa
We've enjoy it a lot even though we're struggling. Hahahha,we enjoy it a lot even though be struggle hahahha,5 stars,2024,moa
"First time trying to ice skate, ⛸️ really enjoyed the experience. We got our tix at metro deal for 270 php and that is already good for 2 hours. We also paid for a locker for 50php and polar bear for 100php for an hour. Just a downside I think is that they only have a one time access for the lockers but overall it was a very fun experience especially if you were with your friends and loved ones.",first time try to ice skate really enjoy the experience we get our tix at metro deal for 270 php and that be already good 2 hour also pay a locker 50php polar bear 100php an hour just downside i think they only have one access locker but overall it be very fun especially if you be with your friend love one,4 stars,2023,moa
"Been here multiple times. It's really fun being here. It's better if you will try the unlimited pass para di kayo mabitin for less than Php. 500.
Bring your own socks or you can just buy sa store at the side. It's not really cold when you're inside na kaya it's okay not to wear jacket but it's up to you of course.",be here multiple time its really fun be good if you will try the unlimited pas so do n't get hang up for less than php 500 bring your own sock or can just buy at store side not cold when youre inside okay to wear a jacket but of course,5 stars,2023,moa
"It is good to have fun, dates and exercise here... Don't go if you will be the only one, you maybe bored to death.

Pick your skating shoes well or your skin will chafe. Shocks should be up to you shin.",it be good to have fun date and exercise here dont go if you will be the only one maybe bore death pick your skating shoe well or skin chafe shock should up shin,4 stars,2024,moa
"We love Ice skating! It's just that, it is more expensive now that before pandemic, yet it's okay. 😊 No Walk ins, you must schedule or book your session. …",we love ice skate its just that it be more expensive now before pandemic yet okay no walk ins you must schedule or book your session,5 stars,2023,moa
"The kids really enjoyed ice skating and had so much fun!

To give a little bit of review though, maybe because it recently opened, I mean it was closed because of pandemic, so people are flocking and eager to ice skate that caused long lines at the counter. We queued for 30 minutes at around 1PM, the afternoon pass already sold out and what was available is only the 5:15PM 2-hour skate.

Despite being crowded it was still a fun, accident free afternoon.

Btw, you can bring food inside. The only snack you can buy from is Potato Corner fries which took 40 mins to be served. If you have a companion they can buy from outside restaurants.",the kid really enjoyed ice skating and have so much fun to give a little bit of review though maybe because it recently open i mean be close pandemic people be flock eager skate that cause long line at counter we queue for 30 minute around 1pm afternoon pas already sell out what available be only 515pm 2hour despite be crowd still accident free btw you can bring food inside snack buy from potato corner fry which take 40 min be serve if have companion they outside restaurant,4 stars,2022,moa
"Rude, impatient, inhospitable staff. Went there during opening hours on a weekday, yet overall service and experience was horrible. Skates given are also too worn out.

I also found fresh gum inside the skates after asking for a resize, which does not make sense considering the rink just opened (please check on the employee that gives out the skates -- they also gave out faulty skates)

Whole experience was unbearable!",rude impatient inhospitable staff go there during opening hour on a weekday yet overall service and experience be horrible skate give be also too worn out i find fresh gum inside the after ask for resize which do not make sense consider rink just open please check employee that give they give faulty whole unbearable,1 star,2023,moa
Typical ice skating rink. Crowded as to be expected of a rink located in a large shopping mall. They charged me the price of a movie ticket just to go in and watch my 7yo daughter skate. I hate these kind of captive pricing schemes. Should be against the law. I'm trying to keep my 7yo daughter safe. It's not like I'm trying to watch Connor McDavid practice.,typical ice skate rink crowd as to be expect of a locate in large shop mall they charge me the price movie ticket just go and watch my 7yo daughter skate i hate these kind captive pricing scheme should against law im try keep safe its not like connor mcdavid practice,3 stars,2023,moa
"The mall of asia ice skating rink is quite spacious. Even though there are alot of people, it is still not too crowded because they do crowd control. You can book a slot every 2 hours or get a ticket for unlimited time the whole day or half day.

They also have a locker which you can pay for a fee. The biggest downside is the smelly helmet and smelly skates. Definitely feels unsanitized and unclean. They should really do something on the cleanliness of the rental items.",the mall of asia ice skate rink be quite spacious even though there be a lot people it still not too crowd because they do crowd control you can book slot every 2 hour or get ticket for unlimited time whole day half also have locker which pay fee big downside smelly helmet and skate definitely feel unsanitized unclean should really something on cleanliness rental item,3 stars,2023,moa
"For beginners best day to come here every weekdays not weekends. Mostly weekends crowded na!

The sad part here is those practicing figure skating
Some occupy entire space
That might cause complications if you're beginner or just wanna try new.

Hockey game here is ok
Just don't forget to bring jackets if can't withstand coldness.

Enjoy!",for beginner best day to come here every weekdays not weekend mostly crowd na the sad part be those practicing figure skate some occupy entire space that might cause complication if youre beginner or just wan try new hockey game ok dont forget bring jacket cant withstand coldness enjoy,3 stars,2019,moa
"Very good experience especially if you're the type to try new things.

It's better to come early as 1 fee (450php) is good for a wholeday access. Plus, the ice rink is smoother since there's not yet many who've used it.
If you have things, you can opt to rent a locker for a day's use -costs 50php.",very good experience especially if youre the type to try new thing its good come early as 1 fee 450php be for a wholeday access plus ice rink smooth since there not yet many who have use it you can opt rent locker day use cost 50php,4 stars,2019,moa
"Rental skates smelled like death. Bring your own if you have them, otherwise bring lots of soap or alcohol to wash your feet after. Nasty",rental skate smell like death bring your own if you have them otherwise lot of soap or alcohol to wash foot after nasty,1 star,2024,moa
"SM Skating Rink certainly earns a well-deserved 5 out of 5 stars in my recent experience. The skating rink's commitment to providing a fun and enjoyable experience, along with its well-maintained facilities, make it a standout destination for skating enthusiasts and beginners alike.

The skating rink's spacious layout, smooth ice surface, and modern amenities create an ideal environment for skating. Whether you're a seasoned skater or trying it for the first time, the rink provides a comfortable space to glide and enjoy the ice.

The range of skating sessions, from public sessions to lessons, caters to different skill levels and preferences. The availability of skate rentals and safety precautions ensure that everyone can enjoy the experience.

The skating rink's location within the expansive mall complex adds to its convenience and accessibility. The friendly and attentive staff members contribute to a positive and enjoyable visit.

In summary, SM Skating Rink is a must-visit destination for those seeking a fun and memorable skating experience. With its well-maintained facilities, variety of skating options, and commitment to customer satisfaction, it earns a full five stars as a top-notch skating venue.",sm skating rink certainly earn a welldeserved 5 out of star in my recent experience the rink commitment to provide fun and enjoyable along with its wellmaintained facility make it standout destination for enthusiast beginner alike spacious layout smooth ice surface modern amenity create an ideal environment whether youre seasoned skater or try first time provide comfortable space glide enjoy range session from public lesson caters different skill level preferences availability skate rental safety precaution ensure that everyone can location within expansive mall complex add convenience accessibility friendly attentive staff member contribute positive visit summary be mustvisit those seek memorable variety option customer satisfaction full five as topnotch venue,5 stars,2023,moa
Best for Kids and kids at heart not only this season but all year round,best for kid and at heart not only this season but all year round,5 stars,2023,moa
I enjoyed my 1st time experience in ice skating here. I just hope they change the caps/helmet because some of it are stinky.,i enjoy my 1st time experience in ice skate here just hope they change the capshelmet because some of it be stinky,4 stars,2023,moa
"It's fun to be here. Plus you get to watch some talented people performing such wonderful ice skating dances there (though they're not performers there, only civilian people too who just wanted to play too)",its fun to be here plus you get watch some talented people perform such wonderful ice skate dance there though theyre not performer only civilian too who just want play,5 stars,2023,moa
"An employee at the return and claim counter was very rude. He was talking about the lady who exchanged the size of her skates as soon as she left the counter, he said that she was not listening and hard-headed because he already told her about how to pick the size of skates while making faces, while I was standing in front of him, exchanging mine because the first ones felt uncomfortable.

The skates that they replaced were very old and smelly. The pads were broken and the laces were not matching, the experience was unenjoyable and painful. We left after 30 mins because the skates sucked. What a waste of time and money.",an employee at the return and claim counter be very rude he talk about lady who exchange size of her skate as soon she leave say that not listen hardheaded because already tell how to pick while make face i stand in front him exchange mine first one felt uncomfortable they replace be old smelly pad break lace match experience unenjoyable painful we after 30 min suck what a waste time money,1 star,2023,moa
Expensive. If you will avail locker your going to pay 100 pesos. They still use the old skating shoes yet they also have new one. Color white. Their time is advance than our watch 10mins. Which is annoying.,expensive if you will avail locker your go to pay 100 peso they still use the old skating shoe yet also have new one color white their time be advance than our watch 10mins which annoy,3 stars,2018,moa
Took my family ice skating here. The facility looked nice but the rental skates were not sharpened and had no edges. My sons and I play hockey and we’re hoping to practice some edge work during open skate and we’re unable to get any meaningful ice time. If you regularly skate bring your own skates.,take my family ice skate here the facility look nice but rental skate be not sharpen and have no edge son i play hockey hop to practice some edge work during open skate unable get any meaningful time if you regularly bring your own,2 stars,2023,moa
"Full-sized rink with a manageable volume of people for one to speed up. Not many of the visitors are stable on the skates so you need to keep an eye out.

400 PHP for a single adult, or 600 for two. Add another 50 PHP for a locker to stow away your belongings whilst on the ice. You're allowed to determine your shoe size before borrowing a pair of skates through a set of foot castings.

The above prices are only for figure skates, which have those horrible spikes at the front. Not until we were inside did we found out that the hockey skates were an additional 400 PHP per head.",fullsized rink with a manageable volume of people for one to speed up not many the visitor be stable on skate so you need keep an eye out 400 php single adult or 600 two add another 50 locker stow away your belonging whilst ice youre allow determine shoe size before borrow pair through set foot casting above price only figure which have those horrible spike at front until we be inside do find that hockey additional per head,3 stars,2019,moa
"The place and ambience is soooooo cool and great for bonding with friends, family and the like",the place and ambience be so cool great for bond with friend family like,5 stars,2024,moa
