review_text,preprocessed_review_text,review_rating,review_year,branch,scores_roberta,neg,neu,pos,sentiment_int
"There are sizes 8, 9, 11, 12, and 13, but no 10? Didn't even say there was no stock before I paid the P450. The skates are still smelly + The ice was not properly cleaned before our batch",there be size 8 9 11 12 and 13 but no 10 didnt even say be stock before i pay the p450 skate still smelly ice not properly clean our batch,1 star,2024,megamall,"{'neg': 0.9035721, 'neu': 0.09005332, 'pos': 0.0063745407}",0.9035721,0.09005332,0.0063745407,negative
"Provided shoes 3 sizes larger, can't provide refunds despite not preparing for a regular volume of people, broken at one end, and the music speaker is broken; Just go to MOA",provide shoe 3 size large cant provide refund despite not prepare for a regular volume of people broken at one end and the music speaker be just go to moa,1 star,2024,megamall,"{'neg': 0.68329066, 'neu': 0.3010981, 'pos': 0.015611303}",0.68329066,0.3010981,0.015611303,negative
"I never expected to be able to go skating⛸️ in Manila😮

It's 450p and the shoes are also cheap.
Locker fee is 50p, unlimited times a day☝️😉
You are free to come and go.
Short sleeves and jeans are OK.
I think it is better for children to wear gloves.

You can almost have fun skiing just like in Japan ☝️",i never expect to be able go skate in manila its 450p and the shoe be also cheap locker fee be 50p unlimited time a day you free come short sleeve jean ok think it well for child wear glove can almost have fun ski just like japan,5 stars,2019,megamall,"{'neg': 0.025773525, 'neu': 0.19102085, 'pos': 0.7832056}",0.025773525,0.19102085,0.7832056,positive
"price is cheap
With a 2-hour pass, you have to go at a set time, which is a hassle, and it's very crowded to get in.
The link is also narrower than MOA",price be cheap with a 2hour pas you have to go at set time which hassle and its very crowd get in the link also narrow than moa,3 stars,2023,megamall,"{'neg': 0.14369191, 'neu': 0.70134175, 'pos': 0.15496631}",0.14369191,0.70134175,0.15496631,neutral
The ice skating boots hurt the feet even with socks on.. anyway we had fun.,the ice skate boot hurt foot even with sock on anyway we have fun,4 stars,2023,megamall,"{'neg': 0.028886765, 'neu': 0.18507037, 'pos': 0.78604287}",0.028886765,0.18507037,0.78604287,positive
"It's fun exp but I can't enjoy skating much because I don't know how. The given shaking skate is already wet, but you can request another dry one. It might be 500Php now but there is often a discount online at MetroDeal.",its fun exp but i cant enjoy skate much because dont know how the give shaking skate be already wet you can request another dry one it might be 500php now there often a discount online at metrodeal,5 stars,2023,megamall,"{'neg': 0.5804302, 'neu': 0.33656257, 'pos': 0.08300722}",0.5804302,0.33656257,0.08300722,negative
"It's nice, you can also just watch it",its nice you can also just watch it,5 stars,2023,megamall,"{'neg': 0.003801213, 'neu': 0.052348867, 'pos': 0.9438499}",0.003801213,0.052348867,0.9438499,positive
"The nice thing here is that there is unlimited 🤗 if you don't know how, it's okay for now, hehe. …",the nice thing here be that there unlimited if you do n't know how its okay for now hehe,5 stars,2023,megamall,"{'neg': 0.0068175336, 'neu': 0.071853675, 'pos': 0.9213287}",0.0068175336,0.071853675,0.9213287,positive
"I am not satisfied with the shoes, the gears are old and it still smells.",i be not satisfy with the shoe gear be old and it still smell,1 star,2023,megamall,"{'neg': 0.9375237, 'neu': 0.05840969, 'pos': 0.004066516}",0.9375237,0.05840969,0.004066516,negative
Super enjoy! There were quite a few people when we went.,super enjoy . there be quite a few people when we go,5 stars,2023,megamall,"{'neg': 0.002672948, 'neu': 0.056163445, 'pos': 0.9411636}",0.002672948,0.056163445,0.9411636,positive
I am happy and full of joy. I'm still happy,i be happy and full of joy . still,5 stars,2023,megamall,"{'neg': 0.0021386521, 'neu': 0.034105226, 'pos': 0.9637561}",0.0021386521,0.034105226,0.9637561,positive
"Tip, eat breakfast so that you are the first and there are only a few people.",tip eat breakfast so that you be the first and there only a few people,5 stars,2023,megamall,"{'neg': 0.049156617, 'neu': 0.7508586, 'pos': 0.19998479}",0.049156617,0.7508586,0.19998479,neutral
The skates just stink. Haha. Better bring your own skates,the skate just stink haha well bring your own,5 stars,2023,megamall,"{'neg': 0.9030442, 'neu': 0.08507138, 'pos': 0.011884371}",0.9030442,0.08507138,0.011884371,negative
🔥💯​​​​​​​​​​​​​​💓 Soli deo gloria. Dinner muna …,soli deo gloria dinner first,5 stars,2023,megamall,"{'neg': 0.071209155, 'neu': 0.8129703, 'pos': 0.115820624}",0.071209155,0.8129703,0.115820624,neutral
you can hang out while watching those playing on the ice,you can hang out while watch those play on the ice,5 stars,2023,megamall,"{'neg': 0.0071832375, 'neu': 0.52558106, 'pos': 0.46723574}",0.0071832375,0.52558106,0.46723574,neutral
it's cold because there's ice haha ​​and the shoes hurt my feet,its cold because there ice haha ​​and the shoe hurt my foot,3 stars,2020,megamall,"{'neg': 0.86976963, 'neu': 0.11350627, 'pos': 0.016724147}",0.86976963,0.11350627,0.016724147,negative
My brother!,my brother,5 stars,2023,megamall,"{'neg': 0.14725669, 'neu': 0.70388955, 'pos': 0.14885382}",0.14725669,0.70388955,0.14885382,neutral
"people crowded, too much traffic entering the Mega Mall",people crowd too much traffic enter the mega mall,5 stars,2023,megamall,"{'neg': 0.6517908, 'neu': 0.32343918, 'pos': 0.02477008}",0.6517908,0.32343918,0.02477008,negative
Great place for skating in the city,great place for skate in the city,4 stars,2019,megamall,"{'neg': 0.0015342191, 'neu': 0.036478624, 'pos': 0.9619872}",0.0015342191,0.036478624,0.9619872,positive
Lots of people but enjoy it.,lot of people but enjoy it,4 stars,2023,megamall,"{'neg': 0.04828591, 'neu': 0.260201, 'pos': 0.69151306}",0.04828591,0.260201,0.69151306,positive
"It is very crowded, you have to come early","it be very crowded , you have to come early",5 stars,2023,megamall,"{'neg': 0.34822625, 'neu': 0.55913067, 'pos': 0.09264312}",0.34822625,0.55913067,0.09264312,neutral
because it's beautiful,because its beautiful,5 stars,2023,megamall,"{'neg': 0.0037297246, 'neu': 0.036965616, 'pos': 0.9593047}",0.0037297246,0.036965616,0.9593047,positive
God's,god,5 stars,2023,megamall,"{'neg': 0.3362442, 'neu': 0.45063877, 'pos': 0.213117}",0.3362442,0.45063877,0.213117,neutral
Gavsh,gavsh,5 stars,2022,megamall,"{'neg': 0.21829817, 'neu': 0.5698532, 'pos': 0.2118487}",0.21829817,0.5698532,0.2118487,neutral
Naol is skating,naol be skate,1 star,2023,megamall,"{'neg': 0.10499338, 'neu': 0.6486001, 'pos': 0.24640651}",0.10499338,0.6486001,0.24640651,neutral
"It's a fun experience!
If your planning to go, just a heads up, register and secure your slot first early so that you'll have your slot. The activity is every two hours. Make sure to bring  a jacket, and don't use shorts if your a newbie. It's normal to fall but don't worry it doesn't hurt much. Just enjoy the 2 hours I guarantee that it's worth it.",its a fun experience if your planning to go just head up register and secure slot first early so that youll have the activity be every two hour make sure bring jacket dont use short newbie normal fall but do n't worry it do hurt much enjoy 2 i guarantee worth,5 stars,2024,moa,"{'neg': 0.005278802, 'neu': 0.043049473, 'pos': 0.9516718}",0.005278802,0.043049473,0.9516718,positive
"If you go there, bring your own skates. They have skates there aswell but many of those are not in good condition which makes it very hard to skate with them.
But i liked that they have step by step signs which help you to orientate where to go first (paying) and what the following steps (shoes, icebears, entry,etc.) are.",if you go there bring your own skate they have aswell but many of those be not in good condition which make it very hard to skate with them i like that step by sign help orientate where first pay and what the following step shoe icebears entry etc,2 stars,2024,moa,"{'neg': 0.44418225, 'neu': 0.46219122, 'pos': 0.09362654}",0.44418225,0.46219122,0.09362654,neutral
"Nice this is price
2 hours 350
Bear 125
Locker 50
Companion watcher 100",nice this be price 2 hour 350 bear 125 locker 50 companion watcher 100,5 stars,2024,moa,"{'neg': 0.014616344, 'neu': 0.4593399, 'pos': 0.52604383}",0.014616344,0.4593399,0.52604383,positive
"Ambience: the place is festive and properly lit. We went in as part of the first batch of the 2 hour pass, so the rink is not crowded. There are several skaters who i think are pros that are practicing around, some are ice skating students and most people are like us, just casual skaters. 😊 Be sure to bring socks for hygiene reasons. They have lockers for rent, so one can secure their belongings.

Staff and service: we are satisfied with all those encounters we had with their staff. From the ticket buying, to the guard at the entrance, ice skates keeper and locker custodian.

Please be aware that their operating time is different with mall hours and the 2 hour pass starts at 11:15 am and cut-off at 6:30pm during weekend. Different schedule for weekdays. See the photo i attached with this review for the price and schedule.

Parking: it is located inside MOA, parking is available all around the mall.",ambience the place be festive and properly lit we go in as part of first batch 2 hour pas so rink not crowd there be several skater who i think pro that practice around some ice skate student most people like us just casual be sure to bring sock for hygiene reason they have locker rent one can secure their belonging staff service satisfy with all those encounter have from ticket buying guard at entrance skate keeper locker custodian please aware operating time different mall hour start 15 be cutoff 630 pm during weekend schedule weekday see photo attach this review price parking it locate inside moa available,4 stars,2023,moa,"{'neg': 0.011366966, 'neu': 0.58048457, 'pos': 0.4081484}",0.011366966,0.58048457,0.4081484,neutral
"It was my first time to do ice skating. It was easy to balance because I've roller skated before, I just had to get used to the slippery ice. We booked a time slot from 10am-12nn, and it wasn't busy, so I could skate without any worries bumping other people. Overall, it was a great and enjoyable experience.",it be my first time to do ice skate easy balance because ive roller skate before i just have get use the slippery we book a slot from 10am12nn and wasnt busy so could skate without any worry bump other people overall great enjoyable experience,4 stars,2023,moa,"{'neg': 0.002198386, 'neu': 0.024050388, 'pos': 0.97375125}",0.002198386,0.024050388,0.97375125,positive
"Sm Skating offers a thrilling experience for skating enthusiasts. The smooth and well-maintained surfaces provide an ideal environment for both beginners and experienced skaters. Whether you're honing your skills or just enjoying a leisurely skate, Sm Skating provides a fun and welcoming atmosphere for all.

Downside: Skate shoes smell bad seems like it's not well maintained 😔",sm skate offer a thrilling experience for enthusiast the smooth and wellmaintained surface provide an ideal environment both beginner experienced skater whether youre hone your skill or just enjoy leisurely skate provide fun welcoming atmosphere all downside shoe smell bad seem like its not well maintain,5 stars,2024,moa,"{'neg': 0.027077913, 'neu': 0.10601225, 'pos': 0.86690986}",0.027077913,0.10601225,0.86690986,positive
We've enjoy it a lot even though we're struggling. Hahahha,we enjoy it a lot even though be struggle hahahha,5 stars,2024,moa,"{'neg': 0.0022502518, 'neu': 0.031466775, 'pos': 0.96628296}",0.0022502518,0.031466775,0.96628296,positive
"First time trying to ice skate, ⛸️ really enjoyed the experience. We got our tix at metro deal for 270 php and that is already good for 2 hours. We also paid for a locker for 50php and polar bear for 100php for an hour. Just a downside I think is that they only have a one time access for the lockers but overall it was a very fun experience especially if you were with your friends and loved ones.",first time try to ice skate really enjoy the experience we get our tix at metro deal for 270 php and that be already good 2 hour also pay a locker 50php polar bear 100php an hour just downside i think they only have one access locker but overall it be very fun especially if you be with your friend love one,4 stars,2023,moa,"{'neg': 0.0021340302, 'neu': 0.011965774, 'pos': 0.9859002}",0.0021340302,0.011965774,0.9859002,positive
"Been here multiple times. It's really fun being here. It's better if you will try the unlimited pass para di kayo mabitin for less than Php. 500.
Bring your own socks or you can just buy sa store at the side. It's not really cold when you're inside na kaya it's okay not to wear jacket but it's up to you of course.",be here multiple time its really fun be good if you will try the unlimited pas so do n't get hang up for less than php 500 bring your own sock or can just buy at store side not cold when youre inside okay to wear a jacket but of course,5 stars,2023,moa,"{'neg': 0.0035179306, 'neu': 0.035248168, 'pos': 0.961234}",0.0035179306,0.035248168,0.961234,positive
"It is good to have fun, dates and exercise here... Don't go if you will be the only one, you maybe bored to death.

Pick your skating shoes well or your skin will chafe. Shocks should be up to you shin.",it be good to have fun date and exercise here dont go if you will be the only one maybe bore death pick your skating shoe well or skin chafe shock should up shin,4 stars,2024,moa,"{'neg': 0.03386661, 'neu': 0.22026382, 'pos': 0.7458696}",0.03386661,0.22026382,0.7458696,positive
"We love Ice skating! It's just that, it is more expensive now that before pandemic, yet it's okay. 😊 No Walk ins, you must schedule or book your session. …",we love ice skate its just that it be more expensive now before pandemic yet okay no walk ins you must schedule or book your session,5 stars,2023,moa,"{'neg': 0.025148356, 'neu': 0.14129688, 'pos': 0.8335548}",0.025148356,0.14129688,0.8335548,positive
"The kids really enjoyed ice skating and had so much fun!

To give a little bit of review though, maybe because it recently opened, I mean it was closed because of pandemic, so people are flocking and eager to ice skate that caused long lines at the counter. We queued for 30 minutes at around 1PM, the afternoon pass already sold out and what was available is only the 5:15PM 2-hour skate.

Despite being crowded it was still a fun, accident free afternoon.

Btw, you can bring food inside. The only snack you can buy from is Potato Corner fries which took 40 mins to be served. If you have a companion they can buy from outside restaurants.",the kid really enjoyed ice skating and have so much fun to give a little bit of review though maybe because it recently open i mean be close pandemic people be flock eager skate that cause long line at counter we queue for 30 minute around 1pm afternoon pas already sell out what available be only 515pm 2hour despite be crowd still accident free btw you can bring food inside snack buy from potato corner fry which take 40 min be serve if have companion they outside restaurant,4 stars,2022,moa,"{'neg': 0.005737483, 'neu': 0.062588885, 'pos': 0.93167365}",0.005737483,0.062588885,0.93167365,positive
"Rude, impatient, inhospitable staff. Went there during opening hours on a weekday, yet overall service and experience was horrible. Skates given are also too worn out.

I also found fresh gum inside the skates after asking for a resize, which does not make sense considering the rink just opened (please check on the employee that gives out the skates -- they also gave out faulty skates)

Whole experience was unbearable!",rude impatient inhospitable staff go there during opening hour on a weekday yet overall service and experience be horrible skate give be also too worn out i find fresh gum inside the after ask for resize which do not make sense consider rink just open please check employee that give they give faulty whole unbearable,1 star,2023,moa,"{'neg': 0.9746558, 'neu': 0.023160448, 'pos': 0.0021837105}",0.9746558,0.023160448,0.0021837105,negative
Typical ice skating rink. Crowded as to be expected of a rink located in a large shopping mall. They charged me the price of a movie ticket just to go in and watch my 7yo daughter skate. I hate these kind of captive pricing schemes. Should be against the law. I'm trying to keep my 7yo daughter safe. It's not like I'm trying to watch Connor McDavid practice.,typical ice skate rink crowd as to be expect of a locate in large shop mall they charge me the price movie ticket just go and watch my 7yo daughter skate i hate these kind captive pricing scheme should against law im try keep safe its not like connor mcdavid practice,3 stars,2023,moa,"{'neg': 0.9147155, 'neu': 0.0799567, 'pos': 0.0053278105}",0.9147155,0.0799567,0.0053278105,negative
"The mall of asia ice skating rink is quite spacious. Even though there are alot of people, it is still not too crowded because they do crowd control. You can book a slot every 2 hours or get a ticket for unlimited time the whole day or half day.

They also have a locker which you can pay for a fee. The biggest downside is the smelly helmet and smelly skates. Definitely feels unsanitized and unclean. They should really do something on the cleanliness of the rental items.",the mall of asia ice skate rink be quite spacious even though there be a lot people it still not too crowd because they do crowd control you can book slot every 2 hour or get ticket for unlimited time whole day half also have locker which pay fee big downside smelly helmet and skate definitely feel unsanitized unclean should really something on cleanliness rental item,3 stars,2023,moa,"{'neg': 0.13145114, 'neu': 0.5233356, 'pos': 0.3452133}",0.13145114,0.5233356,0.3452133,neutral
"For beginners best day to come here every weekdays not weekends. Mostly weekends crowded na!

The sad part here is those practicing figure skating
Some occupy entire space
That might cause complications if you're beginner or just wanna try new.

Hockey game here is ok
Just don't forget to bring jackets if can't withstand coldness.

Enjoy!",for beginner best day to come here every weekdays not weekend mostly crowd na the sad part be those practicing figure skate some occupy entire space that might cause complication if youre beginner or just wan try new hockey game ok dont forget bring jacket cant withstand coldness enjoy,3 stars,2019,moa,"{'neg': 0.0885304, 'neu': 0.29663774, 'pos': 0.6148318}",0.0885304,0.29663774,0.6148318,positive
"Very good experience especially if you're the type to try new things.

It's better to come early as 1 fee (450php) is good for a wholeday access. Plus, the ice rink is smoother since there's not yet many who've used it.
If you have things, you can opt to rent a locker for a day's use -costs 50php.",very good experience especially if youre the type to try new thing its good come early as 1 fee 450php be for a wholeday access plus ice rink smooth since there not yet many who have use it you can opt rent locker day use cost 50php,4 stars,2019,moa,"{'neg': 0.0030441454, 'neu': 0.029410299, 'pos': 0.9675455}",0.0030441454,0.029410299,0.9675455,positive
"Rental skates smelled like death. Bring your own if you have them, otherwise bring lots of soap or alcohol to wash your feet after. Nasty",rental skate smell like death bring your own if you have them otherwise lot of soap or alcohol to wash foot after nasty,1 star,2024,moa,"{'neg': 0.9214598, 'neu': 0.07391142, 'pos': 0.004628824}",0.9214598,0.07391142,0.004628824,negative
"SM Skating Rink certainly earns a well-deserved 5 out of 5 stars in my recent experience. The skating rink's commitment to providing a fun and enjoyable experience, along with its well-maintained facilities, make it a standout destination for skating enthusiasts and beginners alike.

The skating rink's spacious layout, smooth ice surface, and modern amenities create an ideal environment for skating. Whether you're a seasoned skater or trying it for the first time, the rink provides a comfortable space to glide and enjoy the ice.

The range of skating sessions, from public sessions to lessons, caters to different skill levels and preferences. The availability of skate rentals and safety precautions ensure that everyone can enjoy the experience.

The skating rink's location within the expansive mall complex adds to its convenience and accessibility. The friendly and attentive staff members contribute to a positive and enjoyable visit.

In summary, SM Skating Rink is a must-visit destination for those seeking a fun and memorable skating experience. With its well-maintained facilities, variety of skating options, and commitment to customer satisfaction, it earns a full five stars as a top-notch skating venue.",sm skating rink certainly earn a welldeserved 5 out of star in my recent experience the rink commitment to provide fun and enjoyable along with its wellmaintained facility make it standout destination for enthusiast beginner alike spacious layout smooth ice surface modern amenity create an ideal environment whether youre seasoned skater or try first time provide comfortable space glide enjoy range session from public lesson caters different skill level preferences availability skate rental safety precaution ensure that everyone can location within expansive mall complex add convenience accessibility friendly attentive staff member contribute positive visit summary be mustvisit those seek memorable variety option customer satisfaction full five as topnotch venue,5 stars,2023,moa,"{'neg': 0.0024914225, 'neu': 0.057764743, 'pos': 0.9397438}",0.0024914225,0.057764743,0.9397438,positive
Best for Kids and kids at heart not only this season but all year round,best for kid and at heart not only this season but all year round,5 stars,2023,moa,"{'neg': 0.0037188644, 'neu': 0.14897057, 'pos': 0.8473106}",0.0037188644,0.14897057,0.8473106,positive
I enjoyed my 1st time experience in ice skating here. I just hope they change the caps/helmet because some of it are stinky.,i enjoy my 1st time experience in ice skate here just hope they change the capshelmet because some of it be stinky,4 stars,2023,moa,"{'neg': 0.113794275, 'neu': 0.24650171, 'pos': 0.639704}",0.113794275,0.24650171,0.639704,positive
"It's fun to be here. Plus you get to watch some talented people performing such wonderful ice skating dances there (though they're not performers there, only civilian people too who just wanted to play too)",its fun to be here plus you get watch some talented people perform such wonderful ice skate dance there though theyre not performer only civilian too who just want play,5 stars,2023,moa,"{'neg': 0.0022182437, 'neu': 0.014202615, 'pos': 0.9835791}",0.0022182437,0.014202615,0.9835791,positive
"An employee at the return and claim counter was very rude. He was talking about the lady who exchanged the size of her skates as soon as she left the counter, he said that she was not listening and hard-headed because he already told her about how to pick the size of skates while making faces, while I was standing in front of him, exchanging mine because the first ones felt uncomfortable.

The skates that they replaced were very old and smelly. The pads were broken and the laces were not matching, the experience was unenjoyable and painful. We left after 30 mins because the skates sucked. What a waste of time and money.",an employee at the return and claim counter be very rude he talk about lady who exchange size of her skate as soon she leave say that not listen hardheaded because already tell how to pick while make face i stand in front him exchange mine first one felt uncomfortable they replace be old smelly pad break lace match experience unenjoyable painful we after 30 min suck what a waste time money,1 star,2023,moa,"{'neg': 0.961831, 'neu': 0.03443218, 'pos': 0.003736905}",0.961831,0.03443218,0.003736905,negative
Expensive. If you will avail locker your going to pay 100 pesos. They still use the old skating shoes yet they also have new one. Color white. Their time is advance than our watch 10mins. Which is annoying.,expensive if you will avail locker your go to pay 100 peso they still use the old skating shoe yet also have new one color white their time be advance than our watch 10mins which annoy,3 stars,2018,moa,"{'neg': 0.6145387, 'neu': 0.3638755, 'pos': 0.021585766}",0.6145387,0.3638755,0.021585766,negative
Took my family ice skating here. The facility looked nice but the rental skates were not sharpened and had no edges. My sons and I play hockey and we’re hoping to practice some edge work during open skate and we’re unable to get any meaningful ice time. If you regularly skate bring your own skates.,take my family ice skate here the facility look nice but rental skate be not sharpen and have no edge son i play hockey hop to practice some edge work during open skate unable get any meaningful time if you regularly bring your own,2 stars,2023,moa,"{'neg': 0.19877149, 'neu': 0.56478095, 'pos': 0.23644751}",0.19877149,0.56478095,0.23644751,neutral
"Full-sized rink with a manageable volume of people for one to speed up. Not many of the visitors are stable on the skates so you need to keep an eye out.

400 PHP for a single adult, or 600 for two. Add another 50 PHP for a locker to stow away your belongings whilst on the ice. You're allowed to determine your shoe size before borrowing a pair of skates through a set of foot castings.

The above prices are only for figure skates, which have those horrible spikes at the front. Not until we were inside did we found out that the hockey skates were an additional 400 PHP per head.",fullsized rink with a manageable volume of people for one to speed up not many the visitor be stable on skate so you need keep an eye out 400 php single adult or 600 two add another 50 locker stow away your belonging whilst ice youre allow determine shoe size before borrow pair through set foot casting above price only figure which have those horrible spike at front until we be inside do find that hockey additional per head,3 stars,2019,moa,"{'neg': 0.3239562, 'neu': 0.6115435, 'pos': 0.06450032}",0.3239562,0.6115435,0.06450032,neutral
"The place and ambience is soooooo cool and great for bonding with friends, family and the like",the place and ambience be so cool great for bond with friend family like,5 stars,2024,moa,"{'neg': 0.001295054, 'neu': 0.010605061, 'pos': 0.9880998}",0.001295054,0.010605061,0.9880998,positive
"This was my second time ice skating and I've been to Megamall's previously. I was under the impression that the shoes/skates were changed to new ones but I guess not. I also thought that MOA has their rink outside the mall with a different building, but it was on the main building (I guess) and the space for skating was quite okay. During our visit, a lot of people were there, so there's a 'traffic jam' on the locker area as well as the space outside the rink. It was too small for a lot of people (especially during the times were in the time slots/break thingies occur). Staffs were accommodating and were approachable. Overall, pretty good experience!",this be my second time ice skate and ive be to megamalls previously i under the impression that shoeskates be change new one but guess not also think moa have their rink outside mall with a different building it on main space for quite okay during our visit lot of people there so theres traffic jam locker area as well too small especially time in slotsbreak thingies occur staff accommodate approachable overall pretty good experience,4 stars,2022,moa,"{'neg': 0.0050219344, 'neu': 0.074333504, 'pos': 0.9206446}",0.0050219344,0.074333504,0.9206446,positive
"The whole experience was great, the place and the process before you enter the ice field/arena was goods.",the whole experience be great place and process before you enter ice field arena good,5 stars,2023,moa,"{'neg': 0.0019549557, 'neu': 0.04071251, 'pos': 0.9573325}",0.0019549557,0.04071251,0.9573325,positive
"Ice skating rink is super unsafe. Staff ignores you when you ask for help and do not even bother to look at you when talking. The skates were broken and the shoelaces were falling apart. Furthermore, the ice skating rink was full too capacity and yet the staff kept letting people enter. The worst, however, would be the staff; their rudeness and ignorance ruins your day.",ice skate rink be super unsafe staff ignores you when ask for help and do n't even bother to look at talk the skate be break shoelace fall apart furthermore be full too capacity yet keep let people enter bad however would be their rudeness ignorance ruin your day,1 star,2023,moa,"{'neg': 0.975631, 'neu': 0.02224455, 'pos': 0.0021244045}",0.975631,0.02224455,0.0021244045,negative
We enjoyed our time and having free lockers were very convenient. There's also a place where you can measure your foot size for the skates.,we enjoy our time and have free locker be very convenient there be also a place where you can measure your foot size for the skate,5 stars,2022,moa,"{'neg': 0.0017126146, 'neu': 0.057461996, 'pos': 0.9408254}",0.0017126146,0.057461996,0.9408254,positive
Awesome 😎 and fun for all ages …,awesome and fun for all age,5 stars,2023,moa,"{'neg': 0.001932419, 'neu': 0.016807139, 'pos': 0.9812604}",0.001932419,0.016807139,0.9812604,positive
Great experience. Make sure to rent the polar bear. 😁 …,great experience make sure to rent the polar bear,5 stars,2023,moa,"{'neg': 0.0021169404, 'neu': 0.025546506, 'pos': 0.97233653}",0.0021169404,0.025546506,0.97233653,positive
"The ticket price is worth the price. They have a locker wherein you can keep your things as you skate. Since there is only one entrance to the rink, you’ll have to wait for those who are ahead of you to go inside before you can go in (if you can’t skate, because you’ll be needing a support, but if you can skate on your own, you can immediately go inside the rink and enjoy skating). My friend took a lot of time before she was able to get in since she doesn’t know how to skate.

For those who doesn’t know how to skate, get a polar bear 🐻‍❄️ So you can enjoy more!",the ticket price be worth they have a locker wherein you can keep your thing as skate since there only one entrance to rink 'll wait for those who be ahead of go inside before in if cant because be need support but on own immediately and enjoy skate my friend take lot time she be able get do n't know how polar bear so more,5 stars,2023,moa,"{'neg': 0.02974307, 'neu': 0.45384344, 'pos': 0.5164135}",0.02974307,0.45384344,0.5164135,positive
memorable experience!,memorable experience,5 stars,2023,moa,"{'neg': 0.006751475, 'neu': 0.087045126, 'pos': 0.9062034}",0.006751475,0.087045126,0.9062034,positive
I was very impressed with the rink. It is quite a large rink and the ice is very smooth. Unlimited entry pass is priced at PHP390 and companion pass at PHP100. The rink was rather empty when we were there as it was 11am on a weekday. The rink is in a huge mall with many restaurants and departmental stores.,i be very impressed with the rink it be quite a large and ice smooth unlimited entry pas price at php390 companion php100 rather empty when we be there as 11am on weekday in huge mall many restaurant departmental store,4 stars,2019,moa,"{'neg': 0.0031459483, 'neu': 0.061425697, 'pos': 0.9354283}",0.0031459483,0.061425697,0.9354283,positive
"My fiancé and I had a great time on the ice, but if there is one bad experience I had it would be the 'meh' attitude from the ice skate staff, I specifically asked for hockey type skates and the staff was adamant they didn't have anything like that. So, fine I put on the male figure ice skates which were absolutely uncomfortable. Since I already paid the entrance fee, why not right?

An hour later when I returned these I saw others with hockey skates and I asked the staff about them, the guy simply walked away! The heck kind of service is this?",my fiancé and i have a great time on the ice but if there be one bad experience it would be meh attitude from skate staff specifically ask for hockey type skate be adamant they do n't have anything like that so fine put male figure which be absolutely uncomfortable since already pay entrance fee why not right an hour later when return these saw others with about them guy simply walk away heck kind of service this,3 stars,2019,moa,"{'neg': 0.5158339, 'neu': 0.36652654, 'pos': 0.11763954}",0.5158339,0.36652654,0.11763954,negative
"It was fun experience but the service and the rental shoes sucks, I chose size 8 that fits my feet and they gave me a shoe, yet when I wanted to replace it since the lace is severely damaged I asked for a size 7, yet they told me ""its a size 7"" when I originally said I wanted an 8, so instead I told them ""okay, just give me another pair THAT IS NOT DAMAGED"" then they gave me a not that good but bearable. it was my first time. and not planning going back",it be fun experience but the service and rental shoe suck i choose size 8 that fit my foot they give me a shoe yet when want to replace since lace be severely damage ask for 7 tell its originally say an so instead them okay just give another pair not then good bearable first time plan go back,2 stars,2023,moa,"{'neg': 0.5859851, 'neu': 0.32571626, 'pos': 0.08829863}",0.5859851,0.32571626,0.08829863,negative
"Wasting time to go there but they don't have enough shoes.
And the worst part is, they don't feel sorry at all. Service sucks. Hopefully meron 0 star or munus on Google",waste time to go there but they dont have enough shoe and the bad part be feel sorry at all service suck hopefully be 0 star or munus on google,1 star,2023,moa,"{'neg': 0.9613037, 'neu': 0.034114342, 'pos': 0.004582051}",0.9613037,0.034114342,0.004582051,negative
It’s great fun for children and adventurous adults . Follow the procedure to sign up specify what extras you want . Having visited many times you need to be aware that the provided boots are now getting worn considerably and this time an open safety pin was found in one of them giving a slight injury . It’s time they considered a new boot purchase and would it harm staff to check out the boots and other equipment?,its great fun for child and adventurous adult follow the procedure to sign up specify what extras you want have visit many time need be aware that provided boot be now get wear considerably this time an open safety pin be find in one of them give a slight injury they consider new boot purchase would it harm staff check out other equipment,3 stars,2023,moa,"{'neg': 0.028503105, 'neu': 0.21536587, 'pos': 0.756131}",0.028503105,0.21536587,0.756131,positive
Great experience,great experience,5 stars,2023,moa,"{'neg': 0.008248496, 'neu': 0.06650497, 'pos': 0.92524654}",0.008248496,0.06650497,0.92524654,positive
"Best place to relieve stress! Most of the staff are also very friendly, the service is excellent! Just be sure to be friendly first. ✨",best place to relieve stress most of the staff be also very friendly service be excellent just be sure first,5 stars,2020,moa,"{'neg': 0.003209866, 'neu': 0.026779646, 'pos': 0.97001046}",0.003209866,0.026779646,0.97001046,positive
"Honest opinion only so this will be helpful for everyone.

The skating rink was one of the best ones here in the Philippines.

Easy entrance process,
Helpful staff

Large space.

The thing is, the skates are very very worn out.

So don't expect good fitting shoes.
Even though you measured

Otherwise, everything was organized",honest opinion only so this will be helpful for everyone the skate rink be one of best one here in philippine easy entrance process staff large space thing be skate be very worn out dont expect good fitting shoe even though you measure otherwise everything organize,4 stars,2023,moa,"{'neg': 0.020626316, 'neu': 0.16744998, 'pos': 0.8119237}",0.020626316,0.16744998,0.8119237,positive
